input,output
"Do you have a Midea 95 L Direct Cool Single Door Mini Refrigerator (MDRD142FGF03, Silver)- 2022 Model for under 13990.0?","product name: Midea 95 L Direct Cool Single Door Mini Refrigerator (MDRD142FGF03, Silver)- 2022 Model, price: 13990.0"
Please help me find a Couldwell Tap Water Purifier Filter Faucet 6 Layer Activated Carbon Filtration Water Softener For Drinking Cartridge Alkal... that costs below 799.0.,"product name: Couldwell Tap Water Purifier Filter Faucet 6 Layer Activated Carbon Filtration Water Softener For Drinking Cartridge Alkal..., price: 799.0"
I need a ANSHEZ® Small Barbeque Grill Stand For Gas Stove | Gas Tandoor Grill For Home | Foldable Chhota Tandoor with 2 Skewers & 1.... It should cost less than 599.0.,"product name: ANSHEZ® Small Barbeque Grill Stand For Gas Stove | Gas Tandoor Grill For Home | Foldable Chhota Tandoor with 2 Skewers & 1..., price: 599.0"
"Is there any Tiksha Enterprises Vegetable Bin/Box Part Code, Multicolour (A201206) Compatible for Whirlpool Double Door Master Mind, El... available for less than 2250.0?","product name: Tiksha Enterprises Vegetable Bin/Box Part Code, Multicolour (A201206) Compatible for Whirlpool Double Door Master Mind, El..., price: 2250.0"
I need a Velve Fridge Handle Cover for Fride Door Handle (Black). It should cost less than 499.0.,"product name: Velve Fridge Handle Cover for Fride Door Handle (Black), price: 499.0"
"Can you find me a Bosch High Pressure Washer Water Filter Easy Aquatak 100, 110 and 120, UniversalAquatak 125 and 130, AdvancedAquatak 140 a... for a price below 500.0?","product name: Bosch High Pressure Washer Water Filter Easy Aquatak 100, 110 and 120, UniversalAquatak 125 and 130, AdvancedAquatak 140 a..., price: 500.0"
"I'm interested in buying a Sure From Aquaguard Delight NXT RO+UV+Taste Adjuster(MTDS) 7L storage Water Purifier,7 stages purification,suitable for bo.... It should be priced under 14000.0.","product name: Sure From Aquaguard Delight NXT RO+UV+Taste Adjuster(MTDS) 7L storage Water Purifier,7 stages purification,suitable for bo..., price: 14000.0"
I want to purchase a MHS Washing Machine Tap Adapter Brass Chrome Plated. The price should be no more than 299.0.,"product name: MHS Washing Machine Tap Adapter Brass Chrome Plated, price: 299.0"
"Please help me find a BLACKMEET Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with Plastic that costs below 999.0.","product name: BLACKMEET Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with Plastic, price: 999.0"
"Do you have a Luminous UPS Square Wave Eco Watt Neo 800 Inverter for Home, Office, and Shops for under 7000.0?","product name: Luminous UPS Square Wave Eco Watt Neo 800 Inverter for Home, Office, and Shops, price: 7000.0"
"Can you find me a Faber 60cm 1500m3/hr Autoclean Chimney, 12Yr Warranty on Motor(2Yr Comprehensive), Autoclean Alarm, Mood Lt (HOOD PRIMUS P... for a price below 28590.0?","product name: Faber 60cm 1500m3/hr Autoclean Chimney, 12Yr Warranty on Motor(2Yr Comprehensive), Autoclean Alarm, Mood Lt (HOOD PRIMUS P..., price: 28590.0"
"I'm looking to buy a Philips Hd4929 2100-Watt Induction Cooktop (Black), Sealed, 1 Burner. My budget is under 4695.0.","product name: Philips Hd4929 2100-Watt Induction Cooktop (Black), Sealed, 1 Burner, price: 4695.0"
"Please help me find a Aquatec Plus - Advanced Alkaline 12 L RO + UV + UF + TDS Water Purifier for home (White, Blue) work up to 3000 tds that costs below 14499.0.","product name: Aquatec Plus - Advanced Alkaline 12 L RO + UV + UF + TDS Water Purifier for home (White, Blue) work up to 3000 tds, price: 14499.0"
I'm interested in buying a HL HEELIXE Mini Pedestal Fan 1 Year Warranty 100 % Copper Motor 12 Inches Metal Body | Color- Metallic Grey. It should be priced under 2299.0.,"product name: HL HEELIXE Mini Pedestal Fan 1 Year Warranty 100 % Copper Motor 12 Inches Metal Body | Color- Metallic Grey, price: 2299.0"
"I would like to get a Classic® Top Load Washing Machine Cover Suitable for Bosch Back Panel 6.5 Kg, 7.0 Kg (56X57X95 CMS, Black & Grey). The cost should not exceed 900.0.","product name: Classic® Top Load Washing Machine Cover Suitable for Bosch Back Panel 6.5 Kg, 7.0 Kg (56X57X95 CMS, Black & Grey), price: 900.0"
"I'm looking to buy a LSRP'S Universal Fit Spin Cap Suitable for LG Washing Machine of 6kg, 6.5kg & 7kg Capacity - Spin Cover - Dryer Spin Cap -.... My budget is under 399.0.","product name: LSRP'S Universal Fit Spin Cap Suitable for LG Washing Machine of 6kg, 6.5kg & 7kg Capacity - Spin Cover - Dryer Spin Cap -..., price: 399.0"
"I would like to get a ResQTech PW-101 Advance 1700 Watt 135 Bar High Pressure Washer with Foam Cannon,90 Degree Nozzle,6m Hose Pipe /6 m Power C.... The cost should not exceed 12000.0.","product name: ResQTech PW-101 Advance 1700 Watt 135 Bar High Pressure Washer with Foam Cannon,90 Degree Nozzle,6m Hose Pipe /6 m Power C..., price: 12000.0"
I would like to get a AUF Aavya Water Proof and Dust Proof Unique Fashion 290 L Double Door Refrigerator Cover (Color no 16). The cost should not exceed 1499.0.,"product name: AUF Aavya Water Proof and Dust Proof Unique Fashion 290 L Double Door Refrigerator Cover (Color no 16), price: 1499.0"
"Please help me find a Specter Refrigerator Exclusive Decorative Combo of Kitchen Fridge Top Cover, Fridge Handle Covers,4 Fridge Mats,Set of 7 P... that costs below 499.0.","product name: Specter Refrigerator Exclusive Decorative Combo of Kitchen Fridge Top Cover, Fridge Handle Covers,4 Fridge Mats,Set of 7 P..., price: 499.0"
"I'm looking to buy a Morphy Richards Europa Drip 600-Watt 6-cup Drip Coffee Maker, Gloss Black, Regular (350012). My budget is under 3095.0.","product name: Morphy Richards Europa Drip 600-Watt 6-cup Drip Coffee Maker, Gloss Black, Regular (350012), price: 3095.0"
"I wish to buy a AVEDIA Sink Water Filter Faucet, Faucet Filter, 360° Rotating FaucFilters Purifier Kitchen Tap Filtration Removes Chlorine.... My price limit is 599.0.","product name: AVEDIA Sink Water Filter Faucet, Faucet Filter, 360° Rotating FaucFilters Purifier Kitchen Tap Filtration Removes Chlorine..., price: 599.0"
"I'm looking to buy a SUJATA JAR BLADE COMPLETE SET ( SILVER, BLACK). My budget is under 590.0.","product name: SUJATA JAR BLADE COMPLETE SET ( SILVER, BLACK), price: 590.0"
Do you have a Kortex R10D Waterproof high Pressure car Washer Machine with Motive Power 2800 watt and max Pressure 180 bar Including All... for under 16999.0?,"product name: Kortex R10D Waterproof high Pressure car Washer Machine with Motive Power 2800 watt and max Pressure 180 bar Including All..., price: 16999.0"
"I wish to buy a MARK AMPLE Washing Machine Cover,Washer Dryer Dustproof Waterproof Protection Case Cover Washing Appliance Protector, 57*5.... My price limit is 599.0.","product name: MARK AMPLE Washing Machine Cover,Washer Dryer Dustproof Waterproof Protection Case Cover Washing Appliance Protector, 57*5..., price: 599.0"
"Is there any AmazonBasics 1 Ton 3 Star Inverter Split AC (White, Anti Bacterial, Copper) available for less than 50000.0?","product name: AmazonBasics 1 Ton 3 Star Inverter Split AC (White, Anti Bacterial, Copper), price: 50000.0"
"I'm looking to buy a Handheld Vacuum, Car Vacuum 9000Pa Suction with Led Light,Rechargeable,Small Vacuum Cleaner Cordless (Black). My budget is under 3259.0.","product name: Handheld Vacuum, Car Vacuum 9000Pa Suction with Led Light,Rechargeable,Small Vacuum Cleaner Cordless (Black), price: 3259.0"
Do you have a Refrigerator Stand Double Door/Single Door Stand/Washing Machine Stand/Dishwasher Stand Maroon Color with 6 Months Guarantee for under 899.0?,"product name: Refrigerator Stand Double Door/Single Door Stand/Washing Machine Stand/Dishwasher Stand Maroon Color with 6 Months Guarantee, price: 899.0"
I need a Air Cooler Jumbo Grass_Wood Wool_Cooling Pads_22 x 28 Inches. It should cost less than 999.0.,"product name: Air Cooler Jumbo Grass_Wood Wool_Cooling Pads_22 x 28 Inches, price: 999.0"
I need a Stylista Washing Machine Cover Compatible for IFB TL- RDW 6.5 kg Aqua Fully Automatic Top Load 6.5 kg Floral Grey. It should cost less than 999.0.,"product name: Stylista Washing Machine Cover Compatible for IFB TL- RDW 6.5 kg Aqua Fully Automatic Top Load 6.5 kg Floral Grey, price: 999.0"
"I need a CHELUSA Heavy Quality Stainless Steel 6.5 inch Dia, Puri Maker Press Machine with Handle, Manual Stainless Steel Roti Pres.... It should cost less than 899.0.","product name: CHELUSA Heavy Quality Stainless Steel 6.5 inch Dia, Puri Maker Press Machine with Handle, Manual Stainless Steel Roti Pres..., price: 899.0"
"I want to purchase a Goel Home Decor Combo of Exclusive Decorative Kitchen Fridge Top Cover(Brown Flower), 1 Handle Cover, 4 Fridge Mats (Brow.... The price should be no more than 999.0.","product name: Goel Home Decor Combo of Exclusive Decorative Kitchen Fridge Top Cover(Brown Flower), 1 Handle Cover, 4 Fridge Mats (Brow..., price: 999.0"
"Can you find me a Bajaj New Shakti Neo Plus 15 Litre 4 Star Rated Storage Water Heater (Geyser) with Multiple Safety System, White for a price below 11500.0?","product name: Bajaj New Shakti Neo Plus 15 Litre 4 Star Rated Storage Water Heater (Geyser) with Multiple Safety System, White, price: 11500.0"
Do you have a Encasa Homes Ironing Board Cover with 4mm Extra Thick Felt Pad for Steam Press - Grey - (Fits Standard Medium Boards of 11... for under 1200.0?,"product name: Encasa Homes Ironing Board Cover with 4mm Extra Thick Felt Pad for Steam Press - Grey - (Fits Standard Medium Boards of 11..., price: 1200.0"
Can you find me a AR Deals | Portable Electric Juicer | Mini 6 Blades USB Rechargeable Juicer Squeezer | Juicer Smoothie Maker 380 ml Small ... for a price below 1500.0?,"product name: AR Deals | Portable Electric Juicer | Mini 6 Blades USB Rechargeable Juicer Squeezer | Juicer Smoothie Maker 380 ml Small ..., price: 1500.0"
Can you find me a MEGAPLEX Portable Small Plastic Air Conditioner Water Cooler Mini Fan and Dual Bladeless for Use in Car/Home/Office (Multi... for a price below 1299.0?,"product name: MEGAPLEX Portable Small Plastic Air Conditioner Water Cooler Mini Fan and Dual Bladeless for Use in Car/Home/Office (Multi..., price: 1299.0"
"Can you find me a SUVE Mixer Grinder Cover for Major 'L' Type of Mixies, Free Size, Multicolor for a price below 490.0?","product name: SUVE Mixer Grinder Cover for Major 'L' Type of Mixies, Free Size, Multicolor, price: 490.0"
"I want to purchase a Amazon Brand - Umi. Dishwasher Cover Suitable for LG of 12, 13, 14, and 15 Place Setting (63X63X81CMS, Black & Grey). The price should be no more than 900.0.","product name: Amazon Brand - Umi. Dishwasher Cover Suitable for LG of 12, 13, 14, and 15 Place Setting (63X63X81CMS, Black & Grey), price: 900.0"
"I wish to buy a NASIR'S Aqua 2 Pcs RO Plastic TAP-Water Jar Tap Suited for 10L or 20 L RO Water Bottle Jar + Teflon Tape., Polished. My price limit is 399.0.","product name: NASIR'S Aqua 2 Pcs RO Plastic TAP-Water Jar Tap Suited for 10L or 20 L RO Water Bottle Jar + Teflon Tape., Polished, price: 399.0"
I want to purchase a Vantro High Pressure Washer with Induction Motor & 150 Bar 2300-Watt with 2 Year Warranty Model : X5 (2022 Model). The price should be no more than 15999.0.,"product name: Vantro High Pressure Washer with Induction Motor & 150 Bar 2300-Watt with 2 Year Warranty Model : X5 (2022 Model), price: 15999.0"
Please help me find a Siana -1.5 Meter Washing Machine Universal Outlet Drain Waste Water Flexible for Top Load/Semi Load Hose Pipe With Rat Mes... that costs below 599.0.,"product name: Siana -1.5 Meter Washing Machine Universal Outlet Drain Waste Water Flexible for Top Load/Semi Load Hose Pipe With Rat Mes..., price: 599.0"
I need a Amarks Heavy Duty (Metal+High Grade PP) Adjustable Fully Automatic Top Loading Washing Machine Stand/Trolley (Best Suitabl.... It should cost less than 1299.0.,"product name: Amarks Heavy Duty (Metal+High Grade PP) Adjustable Fully Automatic Top Loading Washing Machine Stand/Trolley (Best Suitabl..., price: 1299.0"
"Is there any Havells Induction Cooktop Insta Cook - RT 1400W, 4 Cooking Options, 1Yr Product Warranty & 3 Yr Coil Warranty available for less than 2599.0?","product name: Havells Induction Cooktop Insta Cook - RT 1400W, 4 Cooking Options, 1Yr Product Warranty & 3 Yr Coil Warranty, price: 2599.0"
Can you find me a Aalok Enterprise 500W Electric Hand Mixer with 5 Speed Control Dough Hooks & Detachable Stainless-Steel Finish Beater & Wh... for a price below 2499.0?,"product name: Aalok Enterprise 500W Electric Hand Mixer with 5 Speed Control Dough Hooks & Detachable Stainless-Steel Finish Beater & Wh..., price: 2499.0"
"Is there any AXVOLT Ultra Voltage Stabilizer for Led TV/Smart TV of 32 inch / 43 inch / 50 inch / 55 Inch + Set top Box, 3 Years Warran... available for less than 3200.0?","product name: AXVOLT Ultra Voltage Stabilizer for Led TV/Smart TV of 32 inch / 43 inch / 50 inch / 55 Inch + Set top Box, 3 Years Warran..., price: 3200.0"
Can you find me a SMIPLEBOL - The Best Is Here Fridge Bottle Shelf Compatible for Samsung Double Door Inverter Refrigerator (Part No: DA63-0... for a price below 950.0?,"product name: SMIPLEBOL - The Best Is Here Fridge Bottle Shelf Compatible for Samsung Double Door Inverter Refrigerator (Part No: DA63-0..., price: 950.0"
"I want to purchase a Orient Electric Super Blend Mixer Grinder 500 Watt, 3 Jar | 5 years motor warranty (White). The price should be no more than 3490.0.","product name: Orient Electric Super Blend Mixer Grinder 500 Watt, 3 Jar | 5 years motor warranty (White), price: 3490.0"
I'm interested in buying a PHILIPS HL7505 500W Mixer Grinder (White and Purple). It should be priced under 4495.0.,"product name: PHILIPS HL7505 500W Mixer Grinder (White and Purple), price: 4495.0"
I'm looking to buy a KENT Ultra Storage UV Water Purifier (11042) | UV+UF Water Purification | Wall Mountable | 8L Storage | 60 L/hr Output | W.... My budget is under 10000.0.,"product name: KENT Ultra Storage UV Water Purifier (11042) | UV+UF Water Purification | Wall Mountable | 8L Storage | 60 L/hr Output | W..., price: 10000.0"
I wish to buy a Brayden Chopro Nex USB Rechargeable Chopper and Whisker For Kitchen | 5 Control speeds | Portable Beater | 45Watts Fine Co.... My price limit is 1999.0.,"product name: Brayden Chopro Nex USB Rechargeable Chopper and Whisker For Kitchen | 5 Control speeds | Portable Beater | 45Watts Fine Co..., price: 1999.0"
"I wish to buy a Ash & Roh® - Electric Hand Mixer, 5-Speed Powerful function Handheld Mixer, 350W and 4 Metal Accessories for Whipping Mixi.... My price limit is 999.0.","product name: Ash & Roh® - Electric Hand Mixer, 5-Speed Powerful function Handheld Mixer, 350W and 4 Metal Accessories for Whipping Mixi..., price: 999.0"
Can you find me a Canberry Sandwich Toaster Maker with Spatter Black Toaster Spatula Cutter Black for a price below 1099.0?,"product name: Canberry Sandwich Toaster Maker with Spatter Black Toaster Spatula Cutter Black, price: 1099.0"
"I wish to buy a Rokoo Electric Handy Sewing Handheld Cordless Portable Sewing Machine for Home Tailoring, Hand Machine | Mini Silai | Whit.... My price limit is 999.0.","product name: Rokoo Electric Handy Sewing Handheld Cordless Portable Sewing Machine for Home Tailoring, Hand Machine | Mini Silai | Whit..., price: 999.0"
"I want to purchase a BHUMLO Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Faucet - Pack of 1, Multicolor. The price should be no more than 299.0.","product name: BHUMLO Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Faucet - Pack of 1, Multicolor, price: 299.0"
"I need a Kuber Industries Non Woven Foldable Laundry Basket|Toy Storage Basket|Cloth Storage Basket With Handles, Capicity 45L (Red.... It should cost less than 199.0.","product name: Kuber Industries Non Woven Foldable Laundry Basket|Toy Storage Basket|Cloth Storage Basket With Handles, Capicity 45L (Red..., price: 199.0"
"Can you find me a AMPEREUS 9"" inch nova/I-Nova/Infinity/Crystal Plus Filter Cartridge with Activated Carbon Block Compatiible for Aquaduard ... for a price below 999.0?","product name: AMPEREUS 9"" inch nova/I-Nova/Infinity/Crystal Plus Filter Cartridge with Activated Carbon Block Compatiible for Aquaduard ..., price: 999.0"
"Can you find me a Purezo Foam Cannon 1 Litre Bottle Snow Foam Lance with 1/4"" Quick Connector, 5 Nozzle Tips for Pressure Washer for a price below 2499.0?","product name: Purezo Foam Cannon 1 Litre Bottle Snow Foam Lance with 1/4"" Quick Connector, 5 Nozzle Tips for Pressure Washer, price: 2499.0"
Is there any Butterfly Desire Mixer Grinder with 4 Jars (Red and White) available for less than 11814.0?,"product name: Butterfly Desire Mixer Grinder with 4 Jars (Red and White), price: 11814.0"
I'm interested in buying a Ontel Arctic Ultra Seen On TV | Evaporative Portable Air Conditioner | Personal Space Cooler |. It should be priced under 2099.0.,"product name: Ontel Arctic Ultra Seen On TV | Evaporative Portable Air Conditioner | Personal Space Cooler |, price: 2099.0"
"I want to purchase a AmazonBasics 564 L Inverter Frost-Free Side-by-Side Refrigerator with Water Dispenser (2022, Auto Defrost, Multi Airflow, .... The price should be no more than 88999.0.","product name: AmazonBasics 564 L Inverter Frost-Free Side-by-Side Refrigerator with Water Dispenser (2022, Auto Defrost, Multi Airflow, ..., price: 88999.0"
I need a SHARP FP-JC2M-B Car Air Purifier Dual technology of HEPA & Carbon filters Removes PM2.5 and other Gaseous Substances. It should cost less than 19500.0.,"product name: SHARP FP-JC2M-B Car Air Purifier Dual technology of HEPA & Carbon filters Removes PM2.5 and other Gaseous Substances, price: 19500.0"
I wish to buy a New Ware® 3 Meter Washing Machine Outlet Hose Pipe Suitable for All Fully/Semi Automatic Washing Machines Outlet (White). My price limit is 499.0.,"product name: New Ware® 3 Meter Washing Machine Outlet Hose Pipe Suitable for All Fully/Semi Automatic Washing Machines Outlet (White), price: 499.0"
Do you have a (26.4 cm / 10.3 Inches) Samsung Semi Automatic Washing Machine Spin Cap/Spin Cover/Spinner/Dryer Safety Cover (Set of 2) for under 490.0?,"product name: (26.4 cm / 10.3 Inches) Samsung Semi Automatic Washing Machine Spin Cap/Spin Cover/Spinner/Dryer Safety Cover (Set of 2), price: 490.0"
I want to purchase a Kinsco Aqua Flame 15 Litre Active Copper+RO + UV + UF + TDS Adjuster Pure Copper Water Purifier Dispenser Machine (With Fr.... The price should be no more than 20000.0.,"product name: Kinsco Aqua Flame 15 Litre Active Copper+RO + UV + UF + TDS Adjuster Pure Copper Water Purifier Dispenser Machine (With Fr..., price: 20000.0"
"I would like to get a MILTON Smart Egg Boiler 210-Watt (Transparent and Silver Grey), Boil Up to 6 Eggs. The cost should not exceed 1899.0.","product name: MILTON Smart Egg Boiler 210-Watt (Transparent and Silver Grey), Boil Up to 6 Eggs, price: 1899.0"
Can you find me a Capital First Class ABS Plastic Portable Instant Geyser/Water Heater for a price below 2599.0?,"product name: Capital First Class ABS Plastic Portable Instant Geyser/Water Heater, price: 2599.0"
"Please help me find a IONIX Thread Spun 10 inch Standard Size, Compatible Kent ro pre Filter Cartridge with All Standard pre Filter PP Spun, Com... that costs below 999.0.","product name: IONIX Thread Spun 10 inch Standard Size, Compatible Kent ro pre Filter Cartridge with All Standard pre Filter PP Spun, Com..., price: 999.0"
Do you have a Spicado Traders Exhaust Fan Cover / Wall Exhaust Fan Chimney Vent Pipe Cover / Mosquito Net Cover / Dust Controller - 8 in... for under 399.0?,"product name: Spicado Traders Exhaust Fan Cover / Wall Exhaust Fan Chimney Vent Pipe Cover / Mosquito Net Cover / Dust Controller - 8 in..., price: 399.0"
Can you find me a Bajaj Midea BT 07 400mm Table Fan (White) for a price below 3260.0?,"product name: Bajaj Midea BT 07 400mm Table Fan (White), price: 3260.0"
"I wish to buy a Maharaja Whiteline Speedmix Super Plus Hand Blender, 250W, Duraforce advanced blade technology, 800ml multi-purpose jar, C.... My price limit is 1549.0.","product name: Maharaja Whiteline Speedmix Super Plus Hand Blender, 250W, Duraforce advanced blade technology, 800ml multi-purpose jar, C..., price: 1549.0"
Do you have a Prestige PIC 29 Induction Cooktop for under 5495.0?,"product name: Prestige PIC 29 Induction Cooktop, price: 5495.0"
"Please help me find a Kuber Industries Multipurpose Refrigerator Drawer Mat|Circle Design & Water Proof Pvc Material|Size-48 Cm X 33 Cm, Pack Of... that costs below 228.0.","product name: Kuber Industries Multipurpose Refrigerator Drawer Mat|Circle Design & Water Proof Pvc Material|Size-48 Cm X 33 Cm, Pack Of..., price: 228.0"
"Please help me find a WOTOFY Sticky Lint Roller for Clothes, Furniture, Wool, Fur, Coat, Car Seats, Carpet, Fabric, Dust Cleaner, Pet Hair Remov... that costs below 599.0.","product name: WOTOFY Sticky Lint Roller for Clothes, Furniture, Wool, Fur, Coat, Car Seats, Carpet, Fabric, Dust Cleaner, Pet Hair Remov..., price: 599.0"
"Is there any Baijnath Premnath Dairy 1kg (1000gram) x 0.01g (10mg) Digital Jewelry Portable Weighing Scale, Gold & Silver Ornaments Wei... available for less than 3999.0?","product name: Baijnath Premnath Dairy 1kg (1000gram) x 0.01g (10mg) Digital Jewelry Portable Weighing Scale, Gold & Silver Ornaments Wei..., price: 3999.0"
"I'm interested in buying a Pigeon Blendo USB rechargeable Personal Blender for Smoothies, Shakes with Juicer Cup Jar , 330 ml, Blue, Medium (14633). It should be priced under 1599.0.","product name: Pigeon Blendo USB rechargeable Personal Blender for Smoothies, Shakes with Juicer Cup Jar , 330 ml, Blue, Medium (14633), price: 1599.0"
"Can you find me a voltonix Table fan Powerful Rechargeable Table Fan with LED Light, Table Fan for Home, Table Fans, Table Fan for Office De... for a price below 1999.0?","product name: voltonix Table fan Powerful Rechargeable Table Fan with LED Light, Table Fan for Home, Table Fans, Table Fan for Office De..., price: 1999.0"
"Do you have a Butterfly Stainless Steel Double Delight Cook and Serve Pot, Thermal Rice Cooker, 1.5 kilogram, Silver for under 3950.0?","product name: Butterfly Stainless Steel Double Delight Cook and Serve Pot, Thermal Rice Cooker, 1.5 kilogram, Silver, price: 3950.0"
I'm looking to buy a Philips HI114 1000-Watt Dry Iron. My budget is under 1245.0.,"product name: Philips HI114 1000-Watt Dry Iron, price: 1245.0"
"I wish to buy a Amazon Brand - Umi. Top Load Washing Machine Cover Suitable for LG 6 kg, 6.2 kg, 6.5 kg, 7 kg (56X56X85 CMS, Navy Blue). My price limit is 900.0.","product name: Amazon Brand - Umi. Top Load Washing Machine Cover Suitable for LG 6 kg, 6.2 kg, 6.5 kg, 7 kg (56X56X85 CMS, Navy Blue), price: 900.0"
"I want to purchase a Cello Grind-N-Mix Elite Mixer Grinder, 500 Watts, 3 Stainless Steel Jar and 1 Juicer Jar, Blue and White. The price should be no more than 3895.0.","product name: Cello Grind-N-Mix Elite Mixer Grinder, 500 Watts, 3 Stainless Steel Jar and 1 Juicer Jar, Blue and White, price: 3895.0"
"Can you find me a Lepose Oven Stand, Oven Stand for Kitchen, Microwave Oven Stand for Kitchen, Micro Oven Stand in Kitchen, Microwave Oven S... for a price below 1499.0?","product name: Lepose Oven Stand, Oven Stand for Kitchen, Microwave Oven Stand for Kitchen, Micro Oven Stand in Kitchen, Microwave Oven S..., price: 1499.0"
"I'm looking to buy a TDO Silica Gel 1gm Pouch 100 pcs Pack Moisture absorbents Dehumidifier Silica Gel Bags for Moisture, Room, Cupboard, Kitch.... My budget is under 359.0.","product name: TDO Silica Gel 1gm Pouch 100 pcs Pack Moisture absorbents Dehumidifier Silica Gel Bags for Moisture, Room, Cupboard, Kitch..., price: 359.0"
"Please help me find a AA ALOK AGENCIES 26"" Mist Fan Cooler Water Mist Fan Commercial Domestic Big Spray Mist Fan 6.5 Ft - Black that costs below 28999.0.","product name: AA ALOK AGENCIES 26"" Mist Fan Cooler Water Mist Fan Commercial Domestic Big Spray Mist Fan 6.5 Ft - Black, price: 28999.0"
I'm interested in buying a AQUASLERI Water Purifier Spare Kit Consisting of Carbon and Sediment Filter Cartridge Compatible with All RO Water Filters. It should be priced under 1400.0.,"product name: AQUASLERI Water Purifier Spare Kit Consisting of Carbon and Sediment Filter Cartridge Compatible with All RO Water Filters, price: 1400.0"
I'm interested in buying a MKF Kitchen's Chimney Cassette Filter (260 X 230 MM) - Standard (260 X 230 X 50 (MM)). It should be priced under 1399.0.,"product name: MKF Kitchen's Chimney Cassette Filter (260 X 230 MM) - Standard (260 X 230 X 50 (MM)), price: 1399.0"
"I want to purchase a Pack of 2 Spin Cap Washing Machine of 6kg, 6.5kg & 7kg Capacity Safety Cover/Spin Cover | Dryer Spin Cap/Spinner Cap Compa.... The price should be no more than 590.0.","product name: Pack of 2 Spin Cap Washing Machine of 6kg, 6.5kg & 7kg Capacity Safety Cover/Spin Cover | Dryer Spin Cap/Spinner Cap Compa..., price: 590.0"
"I wish to buy a AQUANZA Pre filter housing complete set for RO Solid Filter Cartridge (0.005, Pack of 8) (8 SPUN). My price limit is 549.0.","product name: AQUANZA Pre filter housing complete set for RO Solid Filter Cartridge (0.005, Pack of 8) (8 SPUN), price: 549.0"
"Is there any Allin Exporters DT-505LW Plastic Purify Ionize Spread Aroma Ultrasonic Humidifier with Wireless Remote (White, 500ml) available for less than 3250.0?","product name: Allin Exporters DT-505LW Plastic Purify Ionize Spread Aroma Ultrasonic Humidifier with Wireless Remote (White, 500ml), price: 3250.0"
I'm interested in buying a Hitachi Split Ac - 1.5 Ton Shizen 3100S  Inverter - R32 - RSQG318HFEOF (Gold). It should be priced under 59700.0.,"product name: Hitachi Split Ac - 1.5 Ton Shizen 3100S  Inverter - R32 - RSQG318HFEOF (Gold), price: 59700.0"
Can you find me a Konvio Neer Set of 4 inch UF Cartridge and Mineral Cartridge for RO with 4 D-Push Elbow Connector for a price below 899.0?,"product name: Konvio Neer Set of 4 inch UF Cartridge and Mineral Cartridge for RO with 4 D-Push Elbow Connector, price: 899.0"
"I would like to get a vvx Portable Air Conditioners Fan, USB Personal Mini Air Cooler, Air Conditioner with LED Light, Personal Mini Evaporative.... The cost should not exceed 4999.0.","product name: vvx Portable Air Conditioners Fan, USB Personal Mini Air Cooler, Air Conditioner with LED Light, Personal Mini Evaporative..., price: 4999.0"
I'm looking to buy a Heart Home Waterproof Round Non Wovan Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Siz.... My budget is under 499.0.,"product name: Heart Home Waterproof Round Non Wovan Laundry Bag/Hamper|Metalic Printed With Handles|Foldable Bin & 45 Liter Capicity|Siz..., price: 499.0"
"Is there any Digital Kitchen Weighing Scale for Home 50g/0.001g Food Weighing Scale for Diet Lcd Digital Pocket Scale with Tray, Calibr... available for less than 2245.0?","product name: Digital Kitchen Weighing Scale for Home 50g/0.001g Food Weighing Scale for Diet Lcd Digital Pocket Scale with Tray, Calibr..., price: 2245.0"
Please help me find a AJB Coffee Milk Drink Electric Whisk Mixer Frother Foamier Egg Beater Mini Handle Stirrer Kitchen Tool hot that costs below 699.0.,"product name: AJB Coffee Milk Drink Electric Whisk Mixer Frother Foamier Egg Beater Mini Handle Stirrer Kitchen Tool hot, price: 699.0"
I want to purchase a Orient Electric Wendy 1200mm Ceiling Fan (Topaz Gold/Brown). The price should be no more than 4315.0.,"product name: Orient Electric Wendy 1200mm Ceiling Fan (Topaz Gold/Brown), price: 4315.0"
"I'm interested in buying a LEE STAR Le-809 Portable Electric Mixer Blender Grinder Machine With Heavy Duty Motor, 2 Jar & Seasoning Cap For Smoothies.... It should be priced under 4290.0.","product name: LEE STAR Le-809 Portable Electric Mixer Blender Grinder Machine With Heavy Duty Motor, 2 Jar & Seasoning Cap For Smoothies..., price: 4290.0"
"Do you have a JPT Pressure Washer Spray Wand/Extension 30 Degree Bend Rod, 20"", 5000 PSI with QC Adopter for under 1999.0?","product name: JPT Pressure Washer Spray Wand/Extension 30 Degree Bend Rod, 20"", 5000 PSI with QC Adopter, price: 1999.0"
"I'm interested in buying a AMERICAN MICRONIC INSTRUMENTS 10 Liter Imported Oven Toaster Griller (OTG), 1000 Watts - AMI-OTG-10LDx, Black and Grey. It should be priced under 3680.0.","product name: AMERICAN MICRONIC INSTRUMENTS 10 Liter Imported Oven Toaster Griller (OTG), 1000 Watts - AMI-OTG-10LDx, Black and Grey, price: 3680.0"
